"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",11,100000000,"３ＬＤＫ",80,"2013年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",9,87000000,"２ＬＤＫ",75,"2015年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","月島",13,87000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",10,50000000,"２ＬＤＫ",50,"2009年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",13,56000000,"２ＬＤＫ",65,"2016年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",10,41000000,"１ＬＤＫ",45,"2009年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","月島",12,76000000,"２ＬＤＫ＋Ｓ",65,"2019年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","月島",12,92000000,"３ＬＤＫ",80,"2019年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",10,38000000,"１ＬＤＫ",40,"2009年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","月島",7,94000000,"２ＬＤＫ",95,"1998年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",8,94000000,"２ＬＤＫ",75,"2015年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",11,100000000,"２ＬＤＫ",85,"2013年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",11,72000000,"２ＬＤＫ",70,"2013年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","月島",12,54000000,"１ＬＤＫ",45,"2019年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",9,81000000,"１ＬＤＫ",60,"2015年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",11,57000000,"１ＬＤＫ",45,"2013年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",9,95000000,"２ＬＤＫ",75,"2015年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",9,130000000,"３ＬＤＫ",100,"2015年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","勝どき",11,93000000,"２ＬＤＫ",80,"2013年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","晴海","月島",7,80000000,"３ＬＤＫ",80,"1998年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,40000000,"２ＬＤＫ",55,"1980年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,89000000,"３ＬＤＫ",90,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,76000000,"２ＬＤＫ",75,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,92000000,"３ＬＤＫ",80,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,65000000,"３ＬＤＫ",70,"2007年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,93000000,"３ＬＤＫ",85,"2008年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",4,49000000,"２ＬＤＫ",65,"2002年","ＲＣ","","","２種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,85000000,"３ＬＤＫ",80,"2008年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,51000000,"１ＬＤＫ",45,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,93000000,"３ＬＤＫ",75,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,99000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",9,66000000,"２ＬＤＫ",75,"2000年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,40000000,"１ＬＤＫ",45,"2012年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",10,58000000,"３ＬＤＫ",60,"1999年","ＳＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,79000000,"２ＬＤＫ＋Ｓ",80,"2008年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,130000000,"３ＬＤＫ",95,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,67000000,"１ＬＤＫ",50,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,130000000,"２ＬＤＫ＋Ｓ",120,"2008年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,99000000,"３ＬＤＫ",90,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,87000000,"３ＬＤＫ",80,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,57000000,"２ＬＤＫ＋Ｓ",60,"2014年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",2,18000000,"１Ｒ",25,"1975年","ＳＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,45000000,"１ＬＤＫ",45,"2012年","ＲＣ","","","２種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,79000000,"２ＬＤＫ",75,"2008年","ＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,72000000,"３ＬＤＫ",80,"2007年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",7,59000000,"２ＬＤＫ",60,"2007年","ＲＣ","","","２種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",4,43000000,"２ＬＤＫ",55,"1980年","ＳＲＣ","","","２種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","","",47000000,"３ＬＤＫ",65,"1997年","","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,72000000,"２ＬＤＫ",60,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,84000000,"２ＬＤＫ",80,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",9,25000000,"１ＬＤＫ",40,"1973年","ＳＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,83000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",5,82000000,"２ＬＤＫ",75,"2008年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,63000000,"１ＬＤＫ＋Ｓ",60,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",9,80000000,"３ＬＤＫ",100,"2000年","ＲＣ","","","準工業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",1,19000000,"１Ｒ",25,"1981年","ＳＲＣ","","","商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,97000000,"３ＬＤＫ",85,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",10,26000000,"１Ｒ",40,"1973年","ＳＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","勝どき","勝どき",6,120000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","１種住居","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",3,80000000,"２ＬＤＫ",70,"2014年","ＲＣ","","","商業","","","2021年第3四半期","",""
